Country,Country_Subdivision_Primary,State,Country_Subdivision_Secondary,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP
US,US,MN,MN-5,1278100,1141950,91274750,2233400,8487500,29099000,8526500,376537500,4893800,5408175,12010500,988050
US,US,MN,MN-6,292500,261300,20863250,511075,1941900,6662000,1951000,86077500,1120000,1237500,2748750,226400
US,US,MN,MN-7,350000,311800,25006750,609825,2317200,7959000,2328000,102562500,1337000,1474575,3276000,270450
US,US,MN,MN-8,446400,394050,32033250,770650,2927300,10083000,2941000,129037500,1690700,1854900,4132500,344500
US,US,MO,MO-1,1493800,1314850,107500500,2571650,9769600,33713000,9812000,428985000,5648300,6168375,13744500,1152900
US,US,MO,MO-2,809200,710100,58297500,1388850,5275500,18227000,5298500,231217500,3051000,3326925,7413750,624200
US,US,MO,MO-3,655000,575850,47107250,1126300,4278400,14767000,4297000,187852500,2473800,2700300,6020250,505600
US,US,MO,MO-4,662300,583250,47589500,1140775,4333600,14950000,4353000,190455000,2505100,2737950,6103500,511450
US,US,MO,MO-5,1078700,952900,77461500,1863675,7081200,24383000,7111500,311857500,4090700,4478700,9975750,832800
US,US,MO,MO-6,580900,511100,41742250,999625,3797300,13104000,3814000,166792500,2195300,2397900,5345250,448500
US,US,MO,MO-7,719200,634200,51626500,1240350,4712100,16241000,4733000,207300000,2723200,2978700,6637500,555300
US,US,MO,MO-8,530000,466500,38082000,912400,3465900,11960000,3481000,152265000,2003900,2189025,4880250,409250
US,US,MS,MS-1,333400,298100,23698250,583025,2216200,7612000,2226000,98032500,1276900,1409100,3128250,258500
US,US,MS,MS-2,274900,246050,19538250,481250,1829400,6281000,1837500,80955000,1053900,1163550,2581500,213200
US,US,MS,MS-3,401100,359400,28513500,702875,2672000,9166000,2683500,118372500,1539000,1700250,3772500,311000
US,US,MS,MS-4,378900,338500,26900500,662025,2515800,8651000,2527500,111172500,1450400,1599525,3550500,294050
US,US,MT,MT-AT LARGE,1900700,1658850,137153750,3244525,12320300,42671000,12376000,538537500,7134700,7752000,17297250,1466150
US,US,NC,NC-1,439900,395400,31276250,773350,2939100,10055000,2953500,130785000,1691900,1880175,4173000,340750
US,US,NC,NC-10,321200,288650,22843750,564550,2145600,7342000,2156000,95392500,1235600,1372050,3042750,248750
US,US,NC,NC-11,437200,392950,31063500,768550,2920600,9995000,2935000,129862500,1682100,1867800,4146000,338850
US,US,NC,NC-12,1044800,937750,74484250,1834050,6969600,23870000,7003000,310147500,4018200,4451400,9879000,808900
US,US,NC,NC-13,444200,396500,31859750,775475,2947300,10123000,2960500,130402500,1700300,1875300,4161000,343400
US,US,NC,NC-2,633700,570150,45210750,1115025,4239200,14488000,4258000,188835000,2441000,2708625,6008250,490200
US,US,NC,NC-3,314000,282250,22274500,552000,2096900,7189000,2107500,93135000,1209000,1341300,2980500,243900
US,US,NC,NC-4,618200,556600,43973750,1088625,4138000,14137000,4157500,184462500,2381300,2648100,5874750,478650
US,US,NC,NC-5,412800,371000,29390750,725625,2758100,9433000,2771000,122730000,1588400,1762650,3911250,319550
US,US,NC,NC-6,329700,296200,23470500,579300,2201900,7534000,2212000,97920000,1268000,1407300,3122250,255100
US,US,NC,NC-7,392900,353350,27931500,691050,2626200,8987000,2639000,116857500,1512800,1679550,3728250,304600
US,US,NC,NC-8,417600,374950,29726000,733300,2786500,9545000,2800000,123817500,1606100,1780275,3951750,323550
US,US,NC,NC-9,901400,809900,64476000,1584075,6004300,20805000,6044500,266572500,3496500,3831750,8596500,717700
US,US,ND,ND-AT LARGE,966700,841950,69582000,1646725,6252100,21648000,6281000,273270000,3619300,3931950,8778000,744450
US,US,NE,NE-1,182800,163350,13020500,319525,1213300,4178000,1220000,53677500,701100,773925,1722000,142200
US,US,NE,NE-2,427400,379150,30553000,741575,2816100,9714000,2830500,124065000,1628200,1789125,3984750,331450
US,US,NE,NE-3,136300,121700,9714250,238000,903700,3113000,908500,39937500,522300,575925,1281750,106050
US,US,NH,NH-1,1981700,1788700,140990250,3498225,13302500,45415000,13362000,595267500,7654700,8514600,18927750,1538050
US,US,NH,NH-2,1769900,1597300,125997500,3123925,11879400,40563000,11932000,531547500,6836200,7603800,16905000,1373300
US,US,NJ,NJ-1,376600,336600,26833750,658325,2501000,8595000,2513500,110685000,1443500,1593975,3546750,292150
US,US,NJ,NJ-10,342800,305000,24511000,596500,2266000,7807000,2277000,99862500,1308800,1441200,3200250,265400
US,US,NJ,NJ-11,553800,490100,39711500,958525,3640400,12572000,3658000,159982500,2105300,2307375,5128500,428450
US,US,NJ,NJ-12,332800,296100,23765000,579125,2199600,7578000,2210500,96997500,1270800,1398975,3111000,258100
US,US,NJ,NJ-2,311500,277600,22226000,542925,2062500,7106000,2072500,90967500,1191100,1312425,2919000,241900
US,US,NJ,NJ-3,659200,583900,47190500,1141975,4338300,14971000,4358500,190905000,2507000,2751000,6129000,510450
US,US,NJ,NJ-4,360500,320350,25794500,626600,2380100,8205000,2391500,104865000,1375300,1512150,3362250,279450
US,US,NJ,NJ-5,366400,325650,26183750,636900,2419100,8334000,2431000,106680000,1397600,1537950,3418500,283750
US,US,NJ,NJ-6,319200,284650,22775750,556725,2114900,7280000,2125500,93367500,1221300,1346775,2991750,247500
US,US,NJ,NJ-7,787600,691650,56724250,1352775,5137100,17752000,5161500,225405000,2971300,3245625,7234500,607750
US,US,NJ,NJ-8,630400,562950,44930000,1101000,4182700,14383000,4203500,184845000,2413900,2666325,5921250,488300
US,US,NJ,NJ-9,484800,433600,34535500,848050,3221900,11072000,3238000,142620000,1858800,2055450,4566000,375950
US,US,NM,NM-1,305100,271050,21753750,530100,2012400,6941000,2023000,88710000,1163500,1279950,2850000,236850
US,US,NM,NM-2,554700,490400,39973000,959125,3642700,12596000,3660000,160050000,2107800,2307300,5134500,429250
US,US,NM,NM-3,218600,194100,15608750,379600,1441400,4969000,1449000,63547500,833000,916350,2040000,169600
US,US,NV,NV-1,2238700,1993250,160878250,3898450,14815700,50894000,14879000,655245000,8555900,9405300,20884500,1728700
US,US,NV,NV-2,1332700,1183050,95711500,2313775,8790900,30245000,8830000,388207500,5079800,5573925,12404250,1030700
US,US,NV,NV-3,1996100,1776000,143446000,3473550,13197600,45378000,13257500,583612500,7625000,8379675,18630750,1544050
US,US,NV,NV-4,1047100,933350,75166000,1825400,6935700,23836000,6967500,307072500,4006600,4407750,9801750,810650
US,US,NY,NY-1,376100,335250,26860000,655700,2490400,8574000,2503000,110115000,1438500,1586400,3525750,291550
US,US,NY,NY-10,554100,496350,39402250,970825,3688100,12660000,3707000,163500000,2126900,2356500,5235000,429500
US,US,NY,NY-11,493300,441100,35267250,862650,3278300,11260000,3293500,145305000,1891100,2090250,4641750,381500
US,US,NY,NY-12,599000,535700,42531500,1047725,3979900,13669000,4000000,176077500,2295800,2541600,5647500,463900
US,US,NY,NY-13,341900,306100,24273750,598675,2274100,7808000,2286000,100747500,1311600,1452750,3228750,265200
US,US,NY,NY-14,337900,303000,24015000,592575,2251400,7725000,2263000,99937500,1298000,1439550,3195750,261850
US,US,NY,NY-15,341700,306300,24276000,599050,2276000,7809000,2287500,100987500,1312000,1454925,3231000,264800
US,US,NY,NY-16,287200,257650,20408000,503875,1914300,6567000,1924000,84990000,1103600,1223925,2718000,222800
US,US,NY,NY-17,286900,257200,20375250,503050,1910900,6558000,1921000,84787500,1101900,1221375,2714250,222750
US,US,NY,NY-18,278400,249050,19803250,487075,1850200,6358000,1859500,81960000,1067600,1181025,2625000,216050
US,US,NY,NY-19,621000,547250,44775750,1070400,4065900,14057000,4084500,178327500,2352300,2570025,5721750,479900
US,US,NY,NY-2,230600,206650,16401250,404150,1535300,5272000,1543000,68122500,885600,981075,2178750,178800
US,US,NY,NY-20,329000,293300,23452250,573650,2178700,7498000,2190000,96270000,1258500,1388025,3087750,255300
US,US,NY,NY-21,216400,193050,15415000,377625,1434100,4937000,1441500,63412500,828300,914400,2031750,167700
US,US,NY,NY-22,572700,505300,41159500,988325,3753600,12971000,3771500,164887500,2171600,2375400,5283000,442100
US,US,NY,NY-23,252000,224150,17954750,438350,1664800,5735000,1673000,73417500,962100,1059300,2357250,195400
US,US,NY,NY-24,350400,311300,25087500,608825,2312300,7976000,2324000,101880000,1336500,1470000,3269250,271350
US,US,NY,NY-25,246100,219700,17521500,429700,1632000,5614000,1640500,72187500,942500,1040625,2315250,191100
US,US,NY,NY-26,258300,231300,18345000,452375,1718200,5907000,1727000,76102500,991900,1097400,2441250,200750
US,US,NY,NY-27,161200,144200,11446750,282000,1071000,3682000,1076500,47415000,618300,683700,1521000,125300
US,US,NY,NY-3,312900,279950,22282750,547550,2080000,7146000,2090500,92167500,1199900,1327575,2949750,242800
US,US,NY,NY-4,298000,266950,21196000,522100,1983400,6811000,1993500,87952500,1144000,1267125,2814000,231100
US,US,NY,NY-5,251200,225200,17852250,440450,1673400,5743000,1682000,74257500,964800,1069950,2374500,194650
US,US,NY,NY-6,231000,207350,16425500,405500,1540700,5284000,1548500,68437500,888100,985350,2186250,179000
US,US,NY,NY-7,504300,452350,35820500,884700,3361000,11529000,3378000,149167500,1937700,2149050,4775250,391100
US,US,NY,NY-8,159600,142950,11342500,279600,1062200,3646000,1067500,47100000,612400,678825,1507500,123700
US,US,NY,NY-9,239900,214700,17053000,419950,1595400,5477000,1603500,70710000,920000,1019325,2263500,185800
US,US,OH,OH-1,669700,592450,47981000,1158700,4401700,15147000,4422000,194130000,2542100,2789475,6206250,517200
US,US,OH,OH-10,276200,247750,19646500,484575,1841500,6302000,1850500,81870000,1061100,1175925,2611500,213900
US,US,OH,OH-11,345100,309950,24524750,606175,2303400,7882000,2314500,102412500,1327100,1471800,3269250,267550
US,US,OH,OH-12,601600,530750,42356250,1038075,3940300,13559000,3960000,173242500,2271700,2493900,5544000,464250
US,US,OH,OH-13,250700,224750,17855750,439575,1670400,5721000,1678500,74175000,962700,1066125,2367750,194200
US,US,OH,OH-14,336400,301850,23951750,590375,2243600,7681000,2254000,99712500,1292900,1432425,3181500,260650
US,US,OH,OH-15,601800,535350,42820250,1047000,3977700,13647000,3996000,175995000,2293600,2527650,5619000,464850
US,US,OH,OH-16,285800,256350,20325000,501375,1905200,6526000,1914500,84652500,1098100,1216575,2702250,221500
US,US,OH,OH-2,414900,370650,29470500,724900,2754000,9441000,2767500,122092500,1588000,1755300,3900000,321100
US,US,OH,OH-3,449400,401950,31906000,786175,2987500,10224000,3001000,132532500,1720400,1903200,4225500,347300
US,US,OH,OH-4,318300,284950,22575500,557275,2117200,7255000,2127500,93817500,1220000,1351050,2999250,246350
US,US,OH,OH-5,262500,235800,18654750,461225,1752800,5996000,1761000,77910000,1009500,1120125,2485500,203300
US,US,OH,OH-6,213200,190650,15198500,372825,1416600,4859000,1423500,62752500,816800,903150,2004750,165000
US,US,OH,OH-7,279700,250600,19857750,490150,1862600,6374000,1871500,82770000,1072900,1188600,2640000,216500
US,US,OH,OH-8,237500,213050,16891250,416650,1583300,5419000,1591000,70380000,912300,1011000,2244750,183900
US,US,OH,OH-9,227100,204000,16136750,398950,1516100,5188000,1523500,67432500,873400,968850,2151750,176000
US,US,OK,OK-1,426600,383150,30406500,749375,2848100,9755000,2861500,126697500,1641600,1819800,4036500,330350
US,US,OK,OK-2,224200,200900,15936000,392900,1492700,5118000,1500000,66292500,860800,953175,2115750,173550
US,US,OK,OK-3,213400,191400,15200250,374325,1422400,4874000,1429500,63172500,819700,908550,2016000,165250
US,US,OK,OK-4,272100,243900,19358500,477050,1812600,6213000,1821500,80430000,1044800,1157700,2568750,210750
US,US,OK,OK-5,546100,488800,39013750,955950,3633000,12467000,3650000,160897500,2095600,2316225,5139000,422550
US,US,OR,OR-1,294600,263450,20913250,515250,1956500,6729000,1967000,86572500,1129700,1248900,2778750,229250
US,US,OR,OR-2,410500,363650,29300250,711225,2700200,9313000,2714500,118882500,1561000,1715625,3817500,318150
US,US,OR,OR-3,384800,344000,27311000,672825,2554700,8789000,2568500,112972500,1475400,1630725,3629250,299450
US,US,OR,OR-4,256100,228900,18179250,447650,1699700,5848000,1709000,75187500,981600,1084875,2414250,199250
US,US,OR,OR-5,308200,275500,21878000,538825,2045900,7039000,2057000,90502500,1181400,1305825,2905500,239850
US,US,PA,PA-1,762100,677100,54795000,1324300,5031800,17344000,5054500,221827500,2908100,3193425,7099500,589900
US,US,PA,PA-10,370000,330250,26465250,645900,2453900,8440000,2465500,108562500,1417000,1562550,3473250,286750
US,US,PA,PA-11,280400,250600,19996500,490100,1861800,6397000,1871000,82477500,1074500,1186950,2639250,217500
US,US,PA,PA-12,307300,274450,21877500,536775,2038600,7016000,2049000,90112500,1177400,1300350,2897250,238350
US,US,PA,PA-13,243700,217700,17392500,425800,1617500,5560000,1625500,71625000,933600,1031100,2292000,188950
US,US,PA,PA-14,257000,230200,18286500,450200,1710500,5868000,1719000,75915000,986400,1091775,2427750,199400
US,US,PA,PA-15,189500,169700,13495750,331950,1261000,4330000,1267500,55912500,727600,804900,1789500,147100
US,US,PA,PA-16,303700,271050,21715500,530175,2014100,6927000,2024000,89130000,1163300,1282275,2853000,235650
US,US,PA,PA-17,308000,275150,21946750,538175,2044500,7026000,2054500,90555000,1179700,1303650,2900250,238900
US,US,PA,PA-18,543900,485300,38750000,949200,3605700,12389000,3623500,159615000,2080600,2297100,5114250,421950
US,US,PA,PA-2,338600,302200,24133750,591000,2245200,7708000,2256000,99435000,1295300,1430100,3180750,262200
US,US,PA,PA-3,458500,408900,32658500,799700,3037500,10442000,3053000,134242500,1753400,1934700,4305000,355450
US,US,PA,PA-4,463500,413950,33044750,809600,3075400,10575000,3090500,136095000,1775600,1959375,4359750,359850
US,US,PA,PA-5,403400,360200,28715500,704500,2676000,9193000,2689500,118470000,1544200,1705725,3795000,312650
US,US,PA,PA-6,480800,428400,34331750,837875,3182900,10950000,3198500,140587500,1837700,2025825,4504500,372500
US,US,PA,PA-7,336100,300250,23992000,587275,2231100,7665000,2242000,98812500,1287700,1421775,3161250,260550
US,US,PA,PA-8,327300,291900,23367000,570900,2168900,7451000,2179500,96075000,1251800,1381650,3073500,253400
US,US,PA,PA-9,242700,216850,17311500,424075,1611000,5534000,1619000,71377500,929800,1026900,2284500,188250
US,US,RI,RI-1,190600,170550,13525750,333575,1266700,4355000,1273500,56077500,731300,808800,1800750,148250
US,US,RI,RI-2,165000,147650,11710500,288750,1096400,3770000,1102500,48532500,633000,699975,1558500,128450
US,US,SC,SC-1,653300,587650,46418000,1149275,4365500,14979000,4388500,194160000,2519000,2792175,6211500,509050
US,US,SC,SC-2,625600,563950,44450250,1102925,4190200,14359000,4212000,186772500,2416000,2682825,5965500,487300
US,US,SC,SC-3,341500,307450,24248250,601300,2284500,7822000,2296000,101685000,1316400,1462050,3248250,265450
US,US,SC,SC-4,511600,460950,36335750,901500,3424800,11729000,3442500,152610000,1974500,2192175,4872750,398250
US,US,SC,SC-5,639700,576050,45459000,1126675,4279500,14674000,4302000,190552500,2469400,2738775,6093000,499050
US,US,SC,SC-6,473500,426650,33647000,834450,3170400,10870000,3186500,141262500,1827900,2029875,4515000,368700
US,US,SC,SC-7,620500,558650,44024500,1092600,4148600,14244000,4172000,184612500,2395600,2655300,5911500,485400
US,US,SD,SD-AT LARGE,269200,239200,19178250,467825,1775900,6128000,1785500,78150000,1026600,1128975,2510250,209200
US,US,TN,TN-1,668200,587500,47885000,1149075,4363400,15063000,4384000,191805000,2523500,2759100,6143250,515050
US,US,TN,TN-2,753900,662750,53995750,1296200,4922000,16991000,4945500,216367500,2846400,3111525,6930000,581200
US,US,TN,TN-3,658600,579200,47153000,1132775,4301600,14846000,4322000,189165000,2487600,2719875,6057000,507700
US,US,TN,TN-4,728100,641900,52202000,1255400,4768300,16434000,4790500,210007500,2755800,3017775,6715500,560950
US,US,TN,TN-5,1665600,1468600,119574750,2872350,10909100,37626000,10960500,480045000,6306600,6905625,15369000,1284450
US,US,TN,TN-6,673300,591450,48218500,1156825,4392500,15164000,4413500,193095000,2540300,2776200,6183000,518700
US,US,TN,TN-7,642900,565700,46109750,1106425,4201900,14497000,4221500,184830000,2429200,2657250,5918250,495600
US,US,TN,TN-8,512400,450150,36745250,880375,3343200,11543000,3359000,146925000,1933700,2112600,4704000,394750
US,US,TN,TN-9,1030900,912450,73974250,1784575,6780000,23326000,6810500,299347500,3915200,4298550,9555000,794050
US,US,TX,TX-1,242100,216950,17231250,424325,1612300,5528000,1620000,71542500,929700,1029300,2286000,187650
US,US,TX,TX-10,509800,456100,36399000,892100,3389900,11631000,3406000,150300000,1955600,2161575,4800750,394600
US,US,TX,TX-11,233100,208800,16603750,408350,1551600,5321000,1559000,68835000,894700,990375,2199000,180500
US,US,TX,TX-12,313700,281550,22343750,550700,2092800,7167000,2102500,92962500,1206800,1336350,2967000,243100
US,US,TX,TX-13,217400,195000,15487250,381325,1449200,4965000,1456000,64365000,835300,925275,2054250,168350
US,US,TX,TX-14,246100,220500,17526750,431225,1638500,5617000,1646500,72720000,944800,1045800,2322000,190650
US,US,TX,TX-15,248200,222550,17679250,435225,1653700,5666000,1662000,73432500,953300,1055925,2343750,192300
US,US,TX,TX-16,332000,297950,23666500,582700,2214500,7584000,2225000,98400000,1276800,1414050,3138750,257000
US,US,TX,TX-17,247100,221200,17630500,432575,1643700,5640000,1651500,72877500,948300,1048275,2328750,191450
US,US,TX,TX-18,989300,889900,70654000,1740425,6617500,22606000,6645500,294765000,3812900,4225575,9371250,764850
US,US,TX,TX-19,218800,195900,15589750,383175,1455900,4994000,1463000,64567500,839700,928950,2063250,169550
US,US,TX,TX-2,361100,323250,25749250,632175,2402200,8239000,2413500,106530000,1385500,1532175,3403500,279700
US,US,TX,TX-20,268100,240000,19108000,469375,1783400,6117000,1792000,79140000,1028700,1137900,2526750,207600
US,US,TX,TX-21,476600,427600,33964500,836325,3178000,10888000,3193000,141210000,1832800,2029200,4506000,369350
US,US,TX,TX-22,474000,423850,33879000,828950,3149900,10814000,3164500,139492500,1817700,2006850,4458000,367200
US,US,TX,TX-23,480500,428150,34429750,837325,3181500,10936000,3196500,140640000,1836700,2023650,4494000,371750
US,US,TX,TX-24,544500,487600,38781000,953650,3623400,12427000,3641000,160710000,2089800,2311950,5136750,422000
US,US,TX,TX-25,610300,547950,43476250,1071675,4072700,13944000,4092000,181095000,2348000,2601525,5775750,472750
US,US,TX,TX-26,337600,302150,24015250,590950,2244900,7704000,2256000,99495000,1295100,1432575,3183000,261800
US,US,TX,TX-27,567500,509500,40426250,996500,3787000,12964000,3805000,168367500,2183100,2419050,5370000,439400
US,US,TX,TX-28,360100,322900,25673500,631500,2399900,8220000,2411000,106620000,1383400,1532175,3399750,278750
US,US,TX,TX-29,244100,218750,17404250,427800,1625700,5572000,1633500,72157500,937300,1037400,2303250,188950
US,US,TX,TX-3,430500,385300,30717250,753575,2863300,9818000,2877000,127042500,1651600,1826100,4057500,333450
US,US,TX,TX-30,820400,737800,58470250,1443000,5485100,18763000,5510500,244290000,3160200,3506775,7780500,634950
US,US,TX,TX-31,450300,400850,32192750,783975,2978400,10234000,2992500,131670000,1719400,1894875,4212000,348450
US,US,TX,TX-32,993100,888200,71145250,1737125,6602400,22658000,6632000,292747500,3808700,4206600,9342750,767750
US,US,TX,TX-33,286000,256050,20380500,500800,1902900,6526000,1912000,84390000,1097400,1214025,2696250,221550
US,US,TX,TX-34,198100,177550,14104250,347250,1319400,4520000,1326000,58582500,760400,842325,1869750,153450
US,US,TX,TX-35,222000,198750,15826500,388725,1477100,5065000,1484000,65527500,851900,942375,2091750,171850
US,US,TX,TX-36,288200,258000,20520000,504550,1916900,6577000,1926500,84975000,1105600,1223100,2717250,223500
US,US,TX,TX-4,436600,391200,31105000,765075,2907300,9967000,2921000,129022500,1676500,1855725,4119750,337950
US,US,TX,TX-5,415400,372550,29606250,728625,2769200,9484000,2782000,123022500,1596000,1767975,3923250,321400
US,US,TX,TX-6,404500,361800,28859750,707575,2688600,9227000,2701500,119115000,1551100,1713825,3806250,313300
US,US,TX,TX-7,700900,624400,50251000,1221225,4640600,15946000,4661500,205102500,2678900,2950575,6552750,542000
US,US,TX,TX-8,366000,327300,26056750,640125,2431700,8351000,2444000,107662500,1403400,1551075,3445500,283850
US,US,TX,TX-9,320900,287100,22937500,561500,2133900,7318000,2143500,94612500,1230700,1360050,3018750,248250
US,US,UT,UT-1,288400,259050,20514750,506700,1925600,6591000,1935000,85642500,1109400,1230825,2730000,223200
US,US,UT,UT-2,644600,579350,45888750,1133100,4306900,14735000,4327000,191677500,2480900,2753100,6103500,498300
US,US,UT,UT-3,255300,229350,18156500,448575,1704900,5834000,1713000,75840000,982100,1089675,2416500,197500
US,US,UT,UT-4,362000,324200,25876750,634075,2410200,8265000,2421000,106920000,1389600,1536825,3406500,279600
US,US,VA,VA-1,391800,350350,27964500,685200,2604100,8932000,2616000,115477500,1501400,1660425,3686250,302900
US,US,VA,VA-10,999500,885500,71840750,1731925,6580900,22651000,6610500,290242500,3798500,4176150,9283500,771150
US,US,VA,VA-11,714200,637350,51170250,1246525,4737000,16268000,4759000,209737500,2732200,3016275,6696750,551850
US,US,VA,VA-2,886800,790600,63540000,1546225,5876100,20183000,5902500,260017500,3391100,3738450,8306250,685400
US,US,VA,VA-3,337700,302900,24092750,592450,2251800,7715000,2262000,100020000,1297800,1437525,3189750,261300
US,US,VA,VA-4,560000,499950,40059750,977850,3715900,12759000,3733000,164595000,2143200,2367150,5259750,433050
US,US,VA,VA-5,457100,407000,32749500,795975,3024700,10393000,3038500,133740000,1745900,1923075,4272000,353450
US,US,VA,VA-6,337700,303050,24035000,592700,2252500,7714000,2263500,100102500,1298000,1439250,3194250,261350
US,US,VA,VA-7,610700,540250,43953500,1056600,4014200,13835000,4032500,176850000,2318900,2545125,5663250,471200
US,US,VA,VA-8,920100,823300,65623750,1610250,6118700,20981000,6148000,271492500,3527800,3904275,8673000,711850
US,US,VA,VA-9,272700,244750,19422000,478650,1819100,6230000,1827500,80835000,1048300,1162050,2578500,211000
US,US,VT,VT-AT LARGE,384900,347000,27366000,678600,2579800,8805000,2591500,115140000,1484700,1651200,3663000,297850
US,US,WA,WA-1,487000,436300,34684500,853300,3241900,11118000,3258000,143797500,1869900,2068500,4596000,377800
US,US,WA,WA-10,422300,377800,30101250,738900,2807400,9630000,2821000,124425000,1619100,1789875,3976500,327250
US,US,WA,WA-2,352800,317000,25087500,620000,2355900,8063000,2367500,104737500,1357600,1505475,3344250,273650
US,US,WA,WA-3,430600,384450,30796250,751900,2857300,9816000,2870500,126315000,1649000,1818225,4037250,333400
US,US,WA,WA-4,277100,248950,19721000,486925,1850700,6325000,1859500,82365000,1065800,1182225,2623500,214400
US,US,WA,WA-5,463000,410600,32956000,803075,3050100,10483000,3065000,134707500,1760400,1937025,4308750,357700
US,US,WA,WA-6,403300,362200,28662500,708425,2691400,9221000,2705000,119580000,1551800,1719900,3822750,313250
US,US,WA,WA-7,659500,590500,46960750,1154925,4387600,15052000,4409500,194430000,2531100,2799525,6221250,511500
US,US,WA,WA-8,659300,582150,47615500,1138550,4325400,14936000,4344500,189937500,2500900,2735100,6075000,509000
US,US,WA,WA-9,594600,531850,42426500,1040175,3952200,13556000,3971000,175215000,2279500,2518875,5596500,460650
US,US,WI,WI-1,544400,480750,38970500,940250,3571500,12309000,3588000,157132500,2063500,2262525,5029500,420200
US,US,WI,WI-2,614700,545350,43847750,1066625,4051600,13935000,4071000,178822500,2339300,2573325,5726250,475200
US,US,WI,WI-3,430900,382650,30684000,748400,2842500,9781000,2856500,125490000,1641100,1806975,4018500,333200
US,US,WI,WI-4,539900,480250,38483250,939300,3568100,12258000,3585000,157777500,2059600,2268600,5045250,417350
US,US,WI,WI-5,442600,393350,31529750,769325,2922200,10053000,2936500,128985000,1687300,1857900,4131000,342150
US,US,WI,WI-6,494000,436450,35286000,853625,3242000,11166000,3257500,142762500,1872800,2056125,4576500,381250
US,US,WI,WI-7,364400,323750,25959500,633175,2405100,8271000,2416500,106267500,1388500,1528650,3399750,281800
US,US,WI,WI-8,459500,406650,32856750,795325,3020800,10406000,3035000,133080000,1745100,1916325,4260000,354600
US,US,WV,WV-1,380400,333600,27206500,652475,2477000,8566000,2489000,108652500,1433800,1564425,3491250,293850
US,US,WV,WV-2,447000,392250,31999250,767175,2912700,10074000,2927000,127687500,1686000,1839375,4101000,345250
US,US,WV,WV-3,382300,335200,27401500,655575,2489200,8614000,2501000,108990000,1441300,1570500,3500250,295000
US,US,WY,WY-AT LARGE,203500,180850,14425500,353700,1342500,4629000,1350000,59130000,776200,853800,1901250,158450
